Title,Year,Genre,Rating,Duration,Description,Stars,Directors
Tasbih Kosong,2023,Horror,4.3,105,"Asti and Umar, the employees of a Statistics Office, are assigned to update data in a remote village in a district in Sulawesi. Umar and Asti do not realize that the place where they are ...                See full summary »","['Fritz Frederich', 'Riskyana Hidayat', 'St. Ardiana Arifin', 'Muh Taufik Achmad']",['Arie Achmad Buang']
Dedemit - Diikuti Makhluk Halus,2023,Horror,2.0,89,"After her sister's death, a woman goes to Makassar to uncover her father's secret legacy house and encounters a mysterious woman guarding the well-maintained property.","['Ikram Noer', 'Fildza Burhan', 'Nurfadilah Hanifah']",['Hendra Sirajuddin']
Survive,I) (2021,"Action, Drama, Thriller",6.9,95,A woman wakes up tied to a bed in the basement. He was repeatedly beaten and harassed by a masked psychopath.,"['Onadio Leonardo', 'Anggika Bolsterli', 'Amanda Rigby', 'Omar Daniel']",['Anggy Umbara']
Pesugihan: Bersekutu dengan Iblis,2023,Horror,5.7,93,"Hendri and Marini are successful in business. However, they don't pay enough attention to their children, Resika and Karin. Due to the economic crisis, their business goes backward until ...                See full summary »","['Nirina Zubir', 'Gary M. Iskak', 'Isel Fricella', 'Nicole Adelaide']",['Hanny Saputra']
Dua Garis Biru,2019,Drama,7.8,113,"A young couple violated the boundary without knowing the consequences. They try to take responsibility for their choices and their innocence is tested when the families who really loved them knew, then forced into their chosen journey.","['Adhisty Zara', 'Angga Yunanda', 'Cut Mini Theo', 'Arswendy Bening Swara']",['Gina S. Noer']
Saiyo Sakato,2020– ,"Comedy, Drama",7.7,31,"The death of Zul, a patriarch and an owner of a famous Padang restaurant, not only leaves a big hole in the lives of his wife Mar, and their two children, but also reveals a big secret.","['Cut Mini Theo', 'Nirina Zubir', 'Fergie Brittany', 'Chicco Kurniawan']",[]
Modus Anomali,2012,"Drama, Mystery, Thriller",5.4,87,A man must save his two children when they disappear during a holiday in the woods.,"['Rio Dewanto', 'Hannah Al Rashid', 'Izzi Isman', 'Aridh Tritama']",['Joko Anwar']
Tiga Dara,1956,"Comedy, Drama, Musical",7.9,115,A family's attempt at matchmaking their oldest daughter and the conflicts that follow.,"['Chitra Dewi', 'Indiati Iskak', 'Mieke Wijaya', 'Hassan Sanusi']",['Usmar Ismail']
Mantan tapi Menikah,2023– ,Drama,7.8,,"Ana needs a job. He gets a job full of headaches because Saka, his boss, is also the ex-boyfriend he left years before. While old wounds and new conflicts surface, Ana and Saka must learn to face the second chapter of their relationship.","['Aurélie Moeremans', 'Omar Daniel', 'Ge Pamungkas', 'Dimas Beck']",[]
A Copy of My Mind,2015,Drama,7.1,116,A female cheap salon worker and a pirated DVDs subtitle maker fall in love during the turbulent presidential election in Indonesia.,"['Tara Basro', 'Chicco Jerikho', 'Maera Panigoro', 'Paul Agusta']",['Joko Anwar']
Golok Setan,1984,"Adventure, Fantasy, Horror",5.6,101,The Devil's Sword lies hidden in a secret cave inside Devil's Mountain. Four warriors attack the keeper and force him to hand over the map but he manages to escape and runs to Mandala who sets off on his journey to save the Devil's Sword.,"['Barry Prima', 'Gudi Sintara', 'Advent Bangun', 'Enny Christina']",['Ratno Timoer']
#66,2015,Action,5.9,116,"66 tells the story of an assassin-for-hire, who is hired to kill a police informant, but instead steals the money and runs, igniting the spark that leads a criminal organization to go to war with itself.","['Ari Riski Ananda', 'Erwin Bagindo', 'Fandy Christian', 'Franki Darmawan']",['Asun Mawardi']
Mendua,2022–2023,Drama,7.4,45,"Sekar and Ivan's marriage crumbles when she finds a strand of blonde hair. An adaptation of ""Doctor Foster"", known by its K-drama ""TWOTM"".","['Adinia Wirasti', 'Chicco Jerikho', 'Tatjana Saphira', 'Bima Azriel']",[]
Star Syndrome,2023,"Comedy, Drama",,113,"A former lead vocalist of a highly acclaimed band tries to regain his popularity in the music industry, which has evolved significantly since his prime.","['Gilang Dirga', 'Kezia Aletheia', 'Tissa Biani Azzahra', 'Tanta Ginting']",['Soleh Solihun']
Banda: The Dark Forgotten Trail,2017,Documentary,7.4,94,"In medieval centuries, a handful of nutmegs worth more than a crate of gold in European Markets. Monopoly of the Arab and the crusade wars brought European countries in the race to find ...                See full summary »","['Ario Bayu', 'Reza Rahadian']",['Jay Subiakto']
Tulah 6/13,2022,"Horror, Thriller",5.1,85,"Gilang has decided to go on a vacation with two of his best friends, Sarah and Kevin to celebrate his birthday. The plan gets disrupted with the presence of a couple uninvited guests.","['Thomi Baraqbah', 'Carissa Perusset', 'Erika Carlina', 'Omara N. Esteghlal']",['Chiska Doppert']
Danur: I Can See Ghosts,2017,"Horror, Mystery, Thriller",5.3,74,This movie follows the story of a girl who befriends with 3 ghosts.,"['Prilly Latuconsina', 'Sandrinna Michelle', 'Shareefa Daanish', 'Asha Kenyeri Bermudez']",['Awi Suryadi']
Teluh,2022,"Drama, Horror, Thriller",6.2,101,about a terror that started with someone's murder of Yulia. She is an employee and the mistress of the director and owner of a batik company. namely Mr. Indra.,"['Baron Hermanto', 'Ferdi Ali', 'Monique Henry', 'Farahdiba Ferreira']",['Dedy Mercy']
Kisah Tanah Jawa: Merapi,2019– ,Horror,7.9,,Two friends named Andi and Babon on a mission to find a friend who disappeared while climbing a volcano called Rio.,"['Deva Mahenra', 'Joshua Suherman', 'Wafda Saifan Lubis', 'Laura Basuki']",[]
Suzzanna: Malam Jumat Kliwon,2023,"Drama, Fantasy, Horror",,,Add a Plot,"['Luna Maya', 'Sally Marcellina', 'Achmad Megantara', 'Taskya Namya']",['Guntur Soeharjanto']
"Imperfect: Karir, Cinta, & Timbangan",2019,"Comedy, Drama, Romance",7.7,113,"Being born fat and has dark skins, it feels like a curse for Rara, especially when she worked at the office that has surrounded by pretty girls. Her boss wants her to lose her weight, but there is a man who loves the way she were.","['Jessica Mila', 'Reza Rahadian', 'Yasmin Napper', 'Karina Suwandhi']",['Ernest Prakasa']
Sabrina,2018,"Horror, Thriller",4.2,113,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to call her late mother's spirit.,"['Luna Maya', 'Christian Sugiono', 'Sara Wijayanto', 'Jeremy Thomas']",['Rocky Soraya']
Message Man,2018,"Action, Crime, Thriller",5.9,91,A retired assassin's past catches up with him and his brutality surfaces as he goes on a final killing spree to make things right.,"[""Paul O'Brien"", 'Aji Santosa', 'Verdi Solaiman', 'Mario Irwinsyah']",['Corey Pearson']
Ghost Writer,II) (2019,"Comedy, Drama, Horror",6.6,97,"An old diary containing dark secrets is found by Naya, a novelist who has been on a writer's block for 3 years. This book contains great materials for her latest novel, but something unexpected starts to happen.","['Tatjana Saphira', 'Ge Pamungkas', 'Deva Mahenra', 'Ernest Prakasa']",['Bene Dion Rajagukguk']
A Perfect Fit,2021,"Comedy, Drama, Romance",5.4,112,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.","['Nadya Arina', 'Refal Hady', 'Giorgino Abraham', 'Laura Theux']",['Hadrah Daeng Ratu']
Asih,2018,"Horror, Mystery, Thriller",5.2,77,"Puspita and Andi are very happy to have a baby. The happiness turns into a threat with the presence of Asih, who committed suicide.","['Shareefa Daanish', 'Citra Kirana', 'Darius Sinathrya', 'Alex Abbad']",['Awi Suryadi']
Valentine,2017,"Action, Adventure, Crime",4.7,97,"Man recruits girl under the guise of making a movie, while really trying to turn her into a masked vigilante.","['Estelle Linden', 'Arie Dagienkz', 'Matthew Settle', 'Ahmad Affandy']","['Agus Hermansyah Mawardy', 'Ubay Fox', 'Agus Pestol']"
Akhir Kisah Cinta Si Doel,2020,"Drama, Romance",6.6,93,"The return of Sarah with his son, Dul, to Jakarta, welcomed happily by the Doel's family. But it also makes Zaenab, Sarah, and Doel confronted with decisive choice.","['Rano Karno', 'Maudy Koesnaedi', 'Cornelia Agatha', 'Mandra']",['Rano Karno']
Lovely Man,2011,Drama,7.6,76,"Cahaya (Raihaanun) travels to Jakarta, Indonesia, to search for her father and discovers that he is a prostitute for men.","['Donny Damara', 'Raihaanun Soeriaatmadja', 'Yayu A.W. Unru', 'Ari Syarif']",['Teddy Soeriaatmadja']
Yowis Ben Finale,2021,"Comedy, Drama",6.4,95,Bayu hurt Cak Jon when he was heartbroken knowing Mbak Rini was going to marry Captain Arjuna. Yowis Ben's fate is at stake.,"['Bayu Skak', 'Joshua Suherman', 'Brandon Salim', 'Tutus Thomson']","['Fajar Nugros', 'Bayu Skak']"
Arini by Love.inc,2022,"Action, Drama, Mystery",4.6,70,"After dedicating years of service at a matchmaking company, Arini tries to piece together her mysterious past - and memories of a former client.","['Della Dartyan', 'Kelly Tandiono', 'Farish Nahdi', 'Marissa Anita']",['Adrianto Sinaga']
Pembalasan Ratu Pantai Selatan,1989,"Action, Drama, Fantasy",5.5,82,"The spirit of an ancient evil queen posesses the body of a young anthropological student, who then goes on a murderous rampage.","['Barbara Anne Constable', 'Christopher J. Hart', 'Claudia Angelique Rademaker', 'Joseph P. McGlynn']",['H. Tjut Djalil']
Makmum,2019,Horror,4.9,95,"While in the dormitory, the resident of the dormitory is terrorized by a supernatural creature. There is a kind of supernatural creature called ""Makmum"" (the follower) that follows them during prayer.","['Titi Kamal', 'Ali Syakieb', 'Tissa Biani Azzahra', 'Adilla Fitri']",['Hadrah Daeng Ratu']
Lara Ati,2022,"Comedy, Drama",6.6,116,"Unhappy in his job and unlucky in love, Joko reunites with a childhood friend and gets the spark of hope he needs to win back his ex-girlfriend.","['Bayu Skak', 'Tatjana Saphira', 'Keisya Levronka', 'Dono Pradana']",['Bayu Skak']
Susah Sinyal: The Series,2021–2022,"Comedy, Drama",7.1,45,"Entrusted by her sister, Tante Maya brings her trusted but rustic employees, Yos and Melki, from Sumba to manage a hotel in Anyer.","['Abdur Arsyad', 'Arie Kriting', 'Asri Welas', 'Boris Bokir']",[]
Buffalo Boys,2018,"Action, Drama, History",5.7,102,"Two brothers named Jamar and Suwo came back to the land of Java to avenge their father, who was a Sultan, after years of exile in America.","['Yoshi Sudarso', 'Ario Bayu', 'Pevita Pearce', 'Tio Pakusadewo']",['Mike Wiluan']
Cek Toko Sebelah 2,2022,"Comedy, Drama",7.6,114,"In this sequel to the hit comedy drama, Erwin and Natalie must navigate a series of challenges after they decide to get married.","['Ernest Prakasa', 'Laura Basuki', 'Kin Wah Chew', 'Dion Wiyoko']","['Ernest Prakasa', 'Meira Anastasia']"
Serigala Terakhir,2009,"Action, Crime, Drama",6.7,110,Childhood friends who have the same story and same condition made a gang with their other friends. Their gang is named Serigala Terakhir a.k.the Last Wolves. They have a dream to be the biggest mafia that can they reach.,"['Vino G. Bastian', 'Fathir Muchtar', 'Reza Pahlevi', 'Dion Wiyoko']",['Upi Avianto']
Silariang the Movie,2018,Drama,8.3,95,Add a Plot,"['Nurlela M. Ipa', 'Dewi Irawan', 'Bisma Karisma', 'Sese Lawing']",['Wisnu Adi']
Bismillah Kunikahi Suamimu,2023,"Drama, Romance",7.2,110,"Cathy said, which actually made Hanna's heart, Malik's wife, feel relieved. A promise that changes the way of life of three people who are full of love and sacrifice.","['Mikha Tambayong', 'Syifa Hadju', 'Rizky Nazar', 'Refal Hady']",['Benni Setiawan']
Warkop DKI Reborn 3,2019,"Adventure, Comedy",4.1,103,"Dono, Kasino, and Indro are assigned as a secret police agent. They are under the command of Commander Cok, who lost his aide, Karman, when he smells money laundering in the Indonesian film industry.","['Aliando Syarief', 'Adipati Dolken', 'Randy Nidji', 'Indro Warkop']",['Rako Prijanto']
Lady Dragon,1992,"Action, Crime, Drama",5.0,97,"An ex-CIA agent (Kathy Gallagher) living in Indonesia tracks Ludvig Hauptman, the arms dealer who killed her husband. Along the way, she meets a young boy and his grandfather, who teach her in the ways of the Lady Dragon.","['Cynthia Rothrock', 'Richard Norton', 'Robert Ginty', 'Bella Esperance']",['David Worth']
Habibie & Ainun,2012,"Biography, Drama, Romance",7.6,120,"This movie is based on the memoir written by the 3rd President of Indonesia and one of the world-famous engineer, B.J. Habibie about his wife, Hasri Ainun Habibie.","['Reza Rahadian', 'Bunga Citra Lestari', 'Tio Pakusadewo', 'Ratna Riantiarno']",['Faozan Rizal']
Mozachiko,2023– ,,,,Add a Plot,"['Rebecca Klopper', 'Junior Roberts', 'Yesaya Abraham', 'Keisya Levronka']",[]
"Seperti dendam, rindu harus dibayar tuntas",2021,"Action, Comedy, Drama",6.9,114,"In a society ruled by machismo, a hibernating ""bird"" becomes a serious matter. In a life of brutality, the sleeping bird is an allegory for a peaceful and serene life, even when the whole world tries desperately to rouse it.","['Marthino Lio', 'Ladya Cheryl', 'Reza Rahadian', 'Ratu Felisha']",['Edwin']
Kuntilanak 2,2019,Horror,4.3,100,"Dinda who escapes the Kuntilanak (female vampire ghost) terror, without the agreement of Aunt Donna, intends to meet someone who is believed to be her biological mother, Karmila.","['Sandrinna Michelle', 'Andryan Bima', 'Ali Fikry', 'Adlu Fahrezi']",['Rizal Mantovani']
Eiffel I'm in Love,2003,"Comedy, Drama, Romance",6.2,262,A teenage girl who led a perfect life. Her life completely changes when her parents good friend and his son came from France to stay with them.,"['Shandy Aulia', 'Samuel Rizal', 'Vena Annisa', 'Yogi Finanda']",['Nasri Cheppy']
Rudy Habibie: Habibie & Ainun 2,2016,"Biography, Drama, Romance",7.5,124,"This movie follows the story of the 3rd President of Indonesia, B.J. Habibie, young life when he was studying in the university in Germany, his struggle life as a student, and his love life before he eventually dates Ainun.","['Reza Rahadian', 'Chelsea Islan', 'Ernest Prakasa', 'Indah Permatasari']",['Hanung Bramantyo']
MBA: Married by Accident,2008,"Comedy, Drama, Romance",6.0,,"Pressured by their peers, teen couple Raskal and Ole decided to have sex for the first time, and resulted in a clearly unexpected pregnancy. These high schoolers tried to make it their own way, with supports from a gang of misfits.","['Nikita Willy', 'Marcell Darwin', 'Debby Ayu', 'Ikang Fawzi']",['Winaldha E. Melalatoa']
Virgin 2: Bukan Film Porno,2009,Drama,5.6,,Add a Plot,"['Joanna Alexandra', 'Christina Santika', 'Smitha Anjani', 'Ikbal Azhari']",['Nayato Fio Nuala']
Srigala,1981,"Horror, Thriller",4.7,87,Three treasure hunters and three campers are being hunted by an unseen killer at an abandoned lake house.,"['Lydia Kandou', 'Rudy Salam', 'Barry Prima', 'Siska Widowati']",['Sisworo Gautama Putra']
The Sacred Riana: Beginning,2019,Horror,4.6,111,"In her childhood, Riana lived in a small town with her father and her mother who ran a funeral house business. A disaster required them move to Uncle Johan's house in Jakarta and Riana ...                See full summary »","['The Sacred Riana', 'Aura Kasih', 'Agatha Chelsea', 'Prabu Revolusi']",['Billy Christian']
